project_code,reporting_month,reporting_year,original_cost,revised_cost,expenditure,physical_progress,month_num,current_revised_cost,current_cost_escalation_amount,current_cost_escalation_percent,cumulative_expenditure,expenditure_ratio,project_age_days,planned_duration_days,schedule_slip_days,previous_expenditure,previous_revised_cost,previous_physical_progress,expenditure_delta,cost_revision_delta,physical_progress_delta,schedule_change_delta_days,time_delta_months,expenditure_velocity,cost_revision_velocity,physical_progress_velocity,schedule_slip_velocity,remaining_physical_progress,remaining_duration_days,cost_to_progress_ratio,expenditure_to_progress_ratio,previous_progress_velocity,progress_velocity_deceleration,time_target
616615,May,2026,230.06,230.06,261.82,97.0,5,230.06,0.0,0.0,261.82,1.1380509432322004,2983.0,2588.0,609.0,261.82,230.06,97.0,0.0,0.0,0.0,365.0,1.0,0.0,0.0,0.0,365.0,3.0,214.0,1.1732483950847428,2.6991752577319588,0.0,0.0,0.0
616615,June,2026,230.06,230.06,261.82,97.0,6,230.06,0.0,0.0,261.82,1.1380509432322004,3014.0,2588.0,609.0,261.82,230.06,97.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,183.0,1.1732483950847428,2.6991752577319588,0.0,0.0,0.0
616616,April,2026,305.19,305.19,346.46,95.0,4,305.19,0.0,0.0,346.46,1.1352272354926438,2953.0,2649.0,183.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,-121.0,1.1949760373606777,3.6469473684210523,0.0,0.0,1.0
616616,May,2026,305.19,305.19,346.46,95.0,5,305.19,0.0,0.0,346.46,1.1352272354926438,2983.0,2649.0,548.0,346.46,305.19,95.0,0.0,0.0,0.0,365.0,1.0,0.0,0.0,0.0,365.0,5.0,214.0,1.1949760373606777,3.6469473684210523,0.0,0.0,0.0
616616,June,2026,305.19,305.19,346.46,95.0,6,305.19,0.0,0.0,346.46,1.1352272354926438,3014.0,2649.0,548.0,346.46,305.19,95.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,183.0,1.1949760373606777,3.6469473684210523,0.0,0.0,0.0
616841,April,2026,799.64,799.64,131.75,8.0,4,799.64,0.0,0.0,131.75,0.16476164273923266,790.0,1034.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,92.0,0.0,2.0595205342404084,16.46875,0.0,0.0,0.0
616841,May,2026,799.64,799.64,211.61,8.0,5,799.64,0.0,0.0,211.61,0.26463158421289584,820.0,1034.0,731.0,131.75,799.64,8.0,79.86000000000001,0.0,0.0,0.0,1.0,79.86000000000001,0.0,0.0,0.0,92.0,945.0,3.307894802661198,26.45125,0.0,0.0,0.0
616841,June,2026,799.64,799.64,224.71,8.0,6,799.64,0.0,0.0,224.71,0.28101395628032616,851.0,1034.0,731.0,211.61,799.64,8.0,13.099999999999994,0.0,0.0,0.0,1.0,13.099999999999994,0.0,0.0,0.0,92.0,914.0,3.512674453504077,28.08875,0.0,0.0,0.0
616843,April,2026,1634.79,1634.79,377.37,12.0,4,1634.79,0.0,0.0,377.37,0.23083698823702128,790.0,1216.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,88.0,0.0,1.9236415686418442,31.4475,0.0,0.0,0.0
616843,May,2026,1634.79,1634.79,447.64,22.0,5,1634.79,0.0,0.0,447.64,0.2738211024045902,820.0,1216.0,274.0,377.37,1634.79,12.0,70.26999999999998,0.0,10.0,0.0,1.0,70.26999999999998,0.0,10.0,0.0,78.0,670.0,1.244641374566319,20.347272727272728,0.0,-10.0,0.0
616843,June,2026,1634.79,1634.79,489.56,22.0,6,1634.79,0.0,0.0,489.56,0.29946353965952816,851.0,1216.0,274.0,447.64,1634.79,22.0,41.920000000000016,0.0,0.0,0.0,1.0,41.920000000000016,0.0,0.0,0.0,78.0,639.0,1.3611979075433098,22.252727272727274,10.0,10.0,0.0
616879,April,2026,364.0,364.0,71.1,47.4,4,364.0,0.0,0.0,71.1,0.1953296703296703,761.0,1036.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,52.6,275.0,0.41208791208791207,1.5,0.0,0.0,0.0
616879,May,2026,364.0,364.0,78.3,47.9,5,364.0,0.0,0.0,78.3,0.2151098901098901,791.0,1036.0,0.0,71.1,364.0,47.4,7.200000000000003,0.0,0.5,0.0,1.0,7.200000000000003,0.0,0.5,0.0,52.1,245.0,0.4490811902085388,1.6346555323590815,0.0,-0.5,0.0
616933,April,2026,4679.0,4679.0,270.1,10.7,4,4679.0,0.0,0.0,270.1,0.05772600983116051,486.0,1186.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,89.3,700.0,0.5394954189828085,25.24299065420561,0.0,0.0,0.0
616933,May,2026,4679.0,4679.0,276.93,11.3,5,4679.0,0.0,0.0,276.93,0.059185723445180596,516.0,1186.0,0.0,270.1,4679.0,10.7,6.829999999999984,0.0,0.6000000000000014,0.0,1.0,6.829999999999984,0.0,0.6000000000000014,0.0,88.7,670.0,0.5237674641166424,24.507079646017697,0.0,-0.6000000000000014,0.0
616933,June,2026,4679.0,4679.0,288.53,12.3,6,4679.0,0.0,0.0,288.53,0.061664885659328914,547.0,1186.0,0.0,276.93,4679.0,11.3,11.599999999999966,0.0,1.0,0.0,1.0,11.599999999999966,0.0,1.0,0.0,87.7,639.0,0.5013405338156822,23.457723577235768,0.6000000000000014,-0.3999999999999986,1.0
616950,April,2026,1486.4,1486.4,529.96,53.8,4,1486.4,0.0,0.0,529.96,0.3565392895586652,577.0,518.0,303.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.2,244.0,0.6627124341239131,9.850557620817845,0.0,0.0,0.0
616950,May,2026,1486.4,1486.4,581.67,58.8,5,1486.4,0.0,0.0,581.67,0.39132804090419804,607.0,518.0,303.0,529.96,1486.4,53.8,51.70999999999992,0.0,5.0,0.0,1.0,51.70999999999992,0.0,5.0,0.0,41.2,214.0,0.6655238790887722,9.89234693877551,0.0,-5.0,0.0
617188,April,2026,9791.0,9791.0,1619.63,18.91,4,9791.0,0.0,0.0,1619.63,0.1654202839342253,577.0,1826.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,81.09,0.0,0.874776752692889,85.64939185616076,0.0,0.0,0.0
617188,May,2026,9791.0,9791.0,1686.93,19.86,5,9791.0,0.0,0.0,1686.93,0.17229394341742418,607.0,1826.0,61.0,1619.63,9791.0,18.91,67.29999999999995,0.0,0.9499999999999993,0.0,1.0,67.29999999999995,0.0,0.9499999999999993,0.0,80.14,1280.0,0.8675425146899506,84.94108761329306,0.0,-0.9499999999999993,0.0
617188,June,2026,9791.0,9791.0,1795.82,21.3,6,9791.0,0.0,0.0,1795.82,0.1834153814727811,638.0,1826.0,61.0,1686.93,9791.0,19.86,108.88999999999987,0.0,1.4400000000000013,0.0,1.0,108.88999999999987,0.0,1.4400000000000013,0.0,78.7,1249.0,0.8611050773370005,84.31079812206572,0.9499999999999993,-0.490000000000002,0.0
617212,April,2026,4686.09,4686.09,1938.02,2.08,4,4686.09,0.0,0.0,1938.02,0.41356866812203774,974.0,2039.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,97.92,0.0,19.883109044328737,931.7403846153845,0.0,0.0,0.0
617212,May,2026,4686.09,4686.09,640.06,21.0,5,4686.09,0.0,0.0,640.06,0.13658721876873894,1004.0,2039.0,153.0,1938.02,4686.09,2.08,-1297.96,0.0,18.92,0.0,1.0,-1297.96,0.0,18.92,0.0,79.0,1188.0,0.6504153274701855,30.479047619047616,0.0,-18.92,0.0
617245,April,2026,942.64,942.64,611.19,65.0,4,942.64,0.0,0.0,611.19,0.6483811423236867,1339.0,1461.0,184.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,306.0,0.9975094497287488,9.402923076923077,0.0,0.0,0.0
617245,May,2026,942.64,942.64,656.16,66.0,5,942.64,0.0,0.0,656.16,0.6960875838071798,1369.0,1461.0,184.0,611.19,942.64,65.0,44.969999999999914,0.0,1.0,0.0,1.0,44.969999999999914,0.0,1.0,0.0,34.0,276.0,1.0546781572836057,9.941818181818181,0.0,-1.0,0.0
617245,June,2026,942.64,942.64,656.16,66.0,6,942.64,0.0,0.0,656.16,0.6960875838071798,1400.0,1461.0,184.0,656.16,942.64,66.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,245.0,1.0546781572836057,9.941818181818181,1.0,1.0,0.0
617246,April,2026,758.09,758.09,219.33,38.12,4,758.09,0.0,0.0,219.33,0.2893192101201704,547.0,608.0,487.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61.88,548.0,0.7589695963278343,5.7536726128016795,0.0,0.0,0.0
617246,May,2026,758.09,758.09,265.54,43.36,5,758.09,0.0,0.0,265.54,0.35027503330739096,577.0,608.0,487.0,219.33,758.09,38.12,46.21000000000001,0.0,5.240000000000002,0.0,1.0,46.21000000000001,0.0,5.240000000000002,0.0,56.64,518.0,0.807829873863909,6.1240774907749085,0.0,-5.240000000000002,0.0
617246,June,2026,758.09,758.09,286.36,41.68,6,758.09,0.0,0.0,286.36,0.37773879090873114,608.0,608.0,487.0,265.54,758.09,43.36,20.819999999999993,0.0,-1.6799999999999997,0.0,1.0,20.819999999999993,0.0,-1.6799999999999997,0.0,58.32,487.0,0.906283087592925,6.870441458733206,5.240000000000002,6.920000000000002,0.0
617248,April,2026,227.96,227.96,75.66,66.37,4,227.96,0.0,0.0,75.66,0.3319003333918231,486.0,577.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.629999999999995,0.0,0.5000758375648985,1.1399728793129424,0.0,0.0,0.0
617248,May,2026,227.96,227.96,85.71,71.18,5,227.96,0.0,0.0,85.71,0.37598701526583606,516.0,577.0,123.0,75.66,227.96,66.37,10.049999999999997,0.0,4.810000000000002,0.0,1.0,10.049999999999997,0.0,4.810000000000002,0.0,28.819999999999993,184.0,0.5282200270663613,1.2041303737004774,0.0,-4.810000000000002,0.0
617248,June,2026,227.96,227.96,103.97,74.55,6,227.96,0.0,0.0,103.97,0.4560887875065801,547.0,577.0,123.0,85.71,227.96,71.18,18.260000000000005,0.0,3.3699999999999903,0.0,1.0,18.260000000000005,0.0,3.3699999999999903,0.0,25.450000000000003,153.0,0.6117891180504094,1.394634473507713,4.810000000000002,1.440000000000012,0.0
617250,April,2026,207.13,207.13,57.34,39.92,4,207.13,0.0,0.0,57.34,0.2768309757157341,424.0,607.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60.08,0.0,0.693464368025386,1.436372745490982,0.0,0.0,0.0
617250,May,2026,207.13,207.13,70.84,42.79,5,207.13,0.0,0.0,70.84,0.34200743494423796,454.0,607.0,182.0,57.34,207.13,39.92,13.5,0.0,2.8699999999999974,0.0,1.0,13.5,0.0,2.8699999999999974,0.0,57.21,335.0,0.7992695371447487,1.6555269922879179,0.0,-2.8699999999999974,0.0
617250,June,2026,207.13,207.13,86.62,51.82,6,207.13,0.0,0.0,86.62,0.41819147395355577,485.0,607.0,182.0,70.84,207.13,42.79,15.780000000000001,0.0,9.030000000000001,0.0,1.0,15.780000000000001,0.0,9.030000000000001,0.0,48.18,304.0,0.8070078617397834,1.6715553840216133,2.8699999999999974,-6.160000000000004,0.0
617251,May,2026,196.4,196.4,59.77,32.48,5,196.4,0.0,0.0,59.77,0.30432790224032585,516.0,516.0,0.0,35.36,196.4,24.8,24.410000000000004,0.0,7.679999999999996,0.0,1.0,24.410000000000004,0.0,7.679999999999996,0.0,67.52000000000001,0.0,0.9369701423655353,1.8402093596059117,0.0,-7.679999999999996,0.0
617251,June,2026,196.4,196.4,65.5,32.21,6,196.4,0.0,0.0,65.5,0.3335030549898167,547.0,516.0,92.0,59.77,196.4,32.48,5.729999999999997,0.0,-0.269999999999996,0.0,1.0,5.729999999999997,0.0,-0.269999999999996,0.0,67.78999999999999,61.0,1.0354022197758979,2.0335299596398633,7.679999999999996,7.949999999999992,1.0
617253,April,2026,513.82,513.82,408.4,97.3,4,513.82,0.0,0.0,408.4,0.7948308746253551,913.0,639.0,304.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.700000000000003,30.0,0.8168868187310946,4.197327852004111,0.0,0.0,0.0
617253,May,2026,513.82,513.82,412.95,98.72,5,513.82,0.0,0.0,412.95,0.803686115760383,943.0,639.0,304.0,408.4,513.82,97.3,4.550000000000011,0.0,1.4200000000000017,0.0,1.0,4.550000000000011,0.0,1.4200000000000017,0.0,1.2800000000000011,0.0,0.8141066812807769,4.183042949756888,0.0,-1.4200000000000017,0.0
617256,April,2026,884.1,884.1,601.25,89.99,4,884.1,0.0,0.0,601.25,0.6800701278135958,821.0,639.0,151.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.010000000000005,-31.0,0.7557174439533235,6.681297921991333,0.0,0.0,1.0
617256,May,2026,884.1,884.1,607.98,91.18,5,884.1,0.0,0.0,607.98,0.6876823888700373,851.0,639.0,335.0,601.25,884.1,89.99,6.730000000000018,0.0,1.190000000000012,184.0,1.0,6.730000000000018,0.0,1.190000000000012,184.0,8.819999999999993,123.0,0.7542031025115565,6.667909629304671,0.0,-1.190000000000012,0.0
617256,June,2026,884.1,884.1,618.87,93.74,6,884.1,0.0,0.0,618.87,0.7,882.0,639.0,335.0,607.98,884.1,91.18,10.889999999999986,0.0,2.559999999999988,0.0,1.0,10.889999999999986,0.0,2.559999999999988,0.0,6.260000000000005,92.0,0.7467463196074248,6.601984211649243,1.190000000000012,-1.3699999999999761,0.0
617257,May,2026,627.31,627.31,342.26,64.09,5,627.31,0.0,0.0,342.26,0.5455994643796528,882.0,1066.0,0.0,330.82,627.31,61.84,11.439999999999998,0.0,2.25,0.0,1.0,11.439999999999998,0.0,2.25,0.0,35.91,0.0,0.8513020196281055,5.340302699329068,0.0,-2.25,0.0
617257,June,2026,627.31,627.31,342.26,66.11,6,627.31,0.0,0.0,342.26,0.5455994643796528,913.0,1066.0,365.0,342.26,627.31,64.09,0.0,0.0,2.019999999999996,0.0,1.0,0.0,0.0,2.019999999999996,0.0,33.89,518.0,0.8252903711687382,5.177129027378611,2.25,0.23000000000000398,0.0
617270,April,2026,408.94,408.94,6.13,1.5,4,408.94,0.0,0.0,6.13,0.014989974079327041,516.0,546.0,396.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,98.5,426.0,0.9993316052884694,4.086666666666667,0.0,0.0,0.0
617270,May,2026,408.94,408.94,6.13,1.5,5,408.94,0.0,0.0,6.13,0.014989974079327041,546.0,546.0,396.0,6.13,408.94,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,98.5,396.0,0.9993316052884694,4.086666666666667,0.0,0.0,0.0
617270,June,2026,408.94,408.94,6.13,1.5,6,408.94,0.0,0.0,6.13,0.014989974079327041,577.0,546.0,396.0,6.13,408.94,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,98.5,365.0,0.9993316052884694,4.086666666666667,0.0,0.0,1.0
617271,April,2026,342.69,342.69,102.8,29.73,4,342.69,0.0,0.0,102.8,0.2999795733753538,577.0,546.0,184.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.27,153.0,1.009013028507749,3.4577867473932056,0.0,0.0,0.0
617271,May,2026,342.69,342.69,119.94,29.73,5,342.69,0.0,0.0,119.94,0.3499956228661472,607.0,546.0,184.0,102.8,342.69,29.73,17.14,0.0,0.0,0.0,1.0,17.14,0.0,0.0,0.0,70.27,123.0,1.1772473019379321,4.034308779011099,0.0,0.0,0.0
617271,June,2026,342.69,342.69,137.07,29.73,6,342.69,0.0,0.0,137.07,0.399982491464589,638.0,546.0,184.0,119.94,342.69,29.73,17.129999999999995,0.0,0.0,0.0,1.0,17.129999999999995,0.0,0.0,0.0,70.27,92.0,1.3453834223497778,4.610494450050454,0.0,0.0,0.0
617299,April,2026,383.84,383.84,328.56,51.0,4,383.84,0.0,0.0,328.56,0.8559816590245937,821.0,517.0,214.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,-90.0,1.6783954098521443,6.442352941176471,0.0,0.0,0.0
617299,May,2026,383.84,383.84,329.59,52.0,5,383.84,0.0,0.0,329.59,0.8586650687786578,851.0,517.0,214.0,328.56,383.84,51.0,1.0299999999999727,0.0,1.0,0.0,1.0,1.0299999999999727,0.0,1.0,0.0,48.0,-120.0,1.6512789784204958,6.33826923076923,0.0,-1.0,1.0
617299,June,2026,383.84,383.84,328.54,52.0,6,383.84,0.0,0.0,328.54,0.8559295539808255,882.0,517.0,548.0,329.59,383.84,52.0,-1.0499999999999545,0.0,0.0,334.0,1.0,-1.0499999999999545,0.0,0.0,334.0,48.0,183.0,1.646018373040049,6.318076923076924,1.0,1.0,0.0
617302,April,2026,1740.0,2493.15,2363.6,94.7,4,2493.15,753.1500000000001,0.43284482758620696,2363.6,0.948037623087259,3318.0,1371.0,2100.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.299999999999997,153.0,1.0010956949179082,24.958817317845828,0.0,0.0,0.0
617302,May,2026,1740.0,2493.15,2370.4,95.0,5,2493.15,753.1500000000001,0.43284482758620696,2370.4,0.9507650963640375,3348.0,1371.0,2100.0,2363.6,2493.15,94.7,6.800000000000182,0.0,0.29999999999999716,0.0,1.0,6.800000000000182,0.0,0.29999999999999716,0.0,5.0,123.0,1.0008053645937238,24.95157894736842,0.0,-0.29999999999999716,0.0
617302,June,2026,1740.0,2493.15,2375.1,95.2,6,2493.15,753.1500000000001,0.43284482758620696,2375.1,0.9526502617171048,3379.0,1371.0,2100.0,2370.4,2493.15,95.0,4.699999999999818,0.0,0.20000000000000284,0.0,1.0,4.699999999999818,0.0,0.20000000000000284,0.0,4.799999999999997,92.0,1.000683048022169,24.948529411764703,0.29999999999999716,0.09999999999999432,0.0
617304,April,2026,340.15,340.15,167.24,51.0,4,340.15,0.0,0.0,167.24,0.49166544171688964,913.0,1247.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,334.0,0.9640498857193914,3.27921568627451,0.0,0.0,0.0
617304,May,2026,340.15,340.15,172.18,53.0,5,340.15,0.0,0.0,172.18,0.5061884462737029,943.0,1247.0,0.0,167.24,340.15,51.0,4.939999999999998,0.0,2.0,0.0,1.0,4.939999999999998,0.0,2.0,0.0,47.0,304.0,0.955072540139062,3.248679245283019,0.0,-2.0,0.0
617372,April,2026,349.22,349.22,125.71,71.5,4,349.22,0.0,0.0,125.71,0.359973655575282,1247.0,1126.0,90.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.5,-31.0,0.5034596581472476,1.758181818181818,0.0,0.0,0.0
617374,April,2026,1516.45,1881.26,2124.32,98.0,4,1881.26,364.80999999999995,0.24056843285304488,2124.32,1.1292006421228327,5995.0,5599.0,337.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,-59.0,1.152245553186564,21.676734693877552,0.0,0.0,0.0
617374,May,2026,1516.45,1881.26,2143.72,98.0,5,1881.26,364.80999999999995,0.24056843285304488,2143.72,1.1395128796657559,6025.0,5599.0,337.0,2124.32,1881.26,98.0,19.399999999999636,0.0,0.0,0.0,1.0,19.399999999999636,0.0,0.0,0.0,2.0,-89.0,1.1627682445568939,21.874693877551017,0.0,0.0,0.0
617379,April,2026,446.21,446.21,553.14,80.0,4,446.21,0.0,0.0,553.14,1.23964052800251,4779.0,2557.0,2466.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,244.0,1.5495506600031375,6.91425,0.0,0.0,0.0
617379,May,2026,446.21,446.21,556.36,80.0,5,446.21,0.0,0.0,556.36,1.2468568611192041,4809.0,2557.0,2466.0,553.14,446.21,80.0,3.2200000000000273,0.0,0.0,0.0,1.0,3.2200000000000273,0.0,0.0,0.0,20.0,214.0,1.558571076399005,6.9545,0.0,0.0,0.0
617391,April,2026,488.29,488.29,5.86,1.5,4,488.29,0.0,0.0,5.86,0.012001064940916259,424.0,638.0,212.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,98.5,426.0,0.8000709960610839,3.9066666666666667,0.0,0.0,0.0
617391,May,2026,488.29,488.29,5.86,2.7,5,488.29,0.0,0.0,5.86,0.012001064940916259,454.0,638.0,212.0,5.86,488.29,1.5,0.0,0.0,1.2000000000000002,0.0,1.0,0.0,0.0,1.2000000000000002,0.0,97.3,396.0,0.4444838867006021,2.1703703703703705,0.0,-1.2000000000000002,0.0
617391,June,2026,488.29,488.29,9.76,4.5,6,488.29,0.0,0.0,9.76,0.019988121812857113,485.0,638.0,212.0,5.86,488.29,2.7,3.8999999999999995,0.0,1.7999999999999998,0.0,1.0,3.8999999999999995,0.0,1.7999999999999998,0.0,95.5,365.0,0.4441804847301581,2.1688888888888886,1.2000000000000002,-0.5999999999999996,0.0
617405,June,2026,4000.0,4000.0,553.0,19.0,6,4000.0,0.0,0.0,553.0,0.13825,608.0,730.0,0.0,553.0,4000.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,81.0,0.0,0.7276315789473685,29.105263157894736,1.0,1.0,0.0
617409,April,2026,521.36,521.36,491.87,90.0,4,521.36,0.0,0.0,491.87,0.9434363971152371,1155.0,1399.0,-275.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,-31.0,1.0482626634613745,5.465222222222223,0.0,0.0,0.0
617409,May,2026,521.36,521.36,492.08,90.0,5,521.36,0.0,0.0,492.08,0.9438391898112628,1185.0,1399.0,-275.0,491.87,521.36,90.0,0.20999999999997954,0.0,0.0,0.0,1.0,0.20999999999997954,0.0,0.0,0.0,10.0,-61.0,1.048710210901403,5.467555555555555,0.0,0.0,0.0
617409,June,2026,521.36,521.36,492.12,91.0,6,521.36,0.0,0.0,492.12,0.9439159122295535,1216.0,1399.0,-275.0,492.08,521.36,90.0,0.040000000000020464,0.0,1.0,0.0,1.0,0.040000000000020464,0.0,1.0,0.0,9.0,-92.0,1.0372702332192896,5.407912087912088,0.0,-1.0,0.0
617730,May,2026,3335.85,3335.85,2254.57,60.0,5,3335.85,0.0,0.0,2254.57,0.67586072515251,699.0,730.0,0.0,2171.16,3335.85,40.0,83.41000000000031,0.0,20.0,0.0,1.0,83.41000000000031,0.0,20.0,0.0,40.0,0.0,1.12643454192085,37.57616666666667,0.0,-20.0,0.0
617730,June,2026,3335.85,3335.85,2000.62,60.0,6,3335.85,0.0,0.0,2000.62,0.5997332014329181,730.0,730.0,183.0,2254.57,3335.85,60.0,-253.95000000000027,0.0,0.0,0.0,1.0,-253.95000000000027,0.0,0.0,0.0,40.0,183.0,0.9995553357215302,33.343666666666664,20.0,20.0,0.0
617801,April,2026,581.74,581.74,7.08,1.5,4,581.74,0.0,0.0,7.08,0.012170385395537525,396.0,640.0,182.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,98.5,426.0,0.8113590263691683,4.72,0.0,0.0,0.0
617801,May,2026,581.74,581.74,11.63,2.0,5,581.74,0.0,0.0,11.63,0.019991748891257263,426.0,640.0,182.0,7.08,581.74,1.5,4.550000000000001,0.0,0.5,0.0,1.0,4.550000000000001,0.0,0.5,0.0,98.0,396.0,0.9995874445628631,5.815,0.0,-0.5,0.0
617801,June,2026,581.74,581.74,17.45,6.0,6,581.74,0.0,0.0,17.45,0.029996218241826245,457.0,640.0,182.0,11.63,581.74,2.0,5.8199999999999985,0.0,4.0,0.0,1.0,5.8199999999999985,0.0,4.0,0.0,94.0,365.0,0.4999369706971041,2.908333333333333,0.5,-3.5,0.0
617818,April,2026,514.91,514.91,22.08,5.9,4,514.91,0.0,0.0,22.08,0.04288128022372842,1520.0,2922.0,668.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,94.1,2070.0,0.7268013597242104,3.742372881355932,0.0,0.0,0.0
617818,May,2026,514.91,514.91,21.98,5.9,5,514.91,0.0,0.0,21.98,0.042687071527062984,1550.0,3590.0,0.0,22.08,514.91,5.9,-0.09999999999999787,0.0,0.0,0.0,1.0,-0.09999999999999787,0.0,0.0,0.0,94.1,2040.0,0.7235096868993726,3.725423728813559,0.0,0.0,0.0
617827,April,2026,680.0,680.0,8.19,24.0,4,680.0,0.0,0.0,8.19,0.012044117647058823,486.0,1826.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76.0,1340.0,0.05018382352941177,0.34125,0.0,0.0,0.0
617827,May,2026,680.0,680.0,8.55,26.0,5,680.0,0.0,0.0,8.55,0.012573529411764707,516.0,1826.0,0.0,8.19,680.0,24.0,0.3600000000000012,0.0,2.0,0.0,1.0,0.3600000000000012,0.0,2.0,0.0,74.0,1310.0,0.04835972850678733,0.3288461538461539,0.0,-2.0,0.0
617828,April,2026,267.0,267.0,1.92,11.2,4,267.0,0.0,0.0,1.92,0.007191011235955056,577.0,1642.0,153.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,88.8,1218.0,0.06420545746388444,0.17142857142857143,0.0,0.0,0.0
617828,May,2026,267.0,267.0,2.29,12.7,5,267.0,0.0,0.0,2.29,0.00857677902621723,607.0,1642.0,0.0,1.92,267.0,11.2,0.3700000000000001,0.0,1.5,-153.0,1.0,0.3700000000000001,0.0,1.5,-153.0,87.3,1035.0,0.0675336931198207,0.18031496062992128,0.0,-1.5,0.0
617828,June,2026,267.0,267.0,2.41,14.3,6,267.0,0.0,0.0,2.41,0.00902621722846442,638.0,1642.0,0.0,2.29,267.0,12.7,0.1200000000000001,0.0,1.6000000000000014,0.0,1.0,0.1200000000000001,0.0,1.6000000000000014,0.0,85.7,1004.0,0.06312040019905188,0.16853146853146853,1.5,-0.10000000000000142,1.0
617829,April,2026,225.71,225.71,22.78,32.0,4,225.71,0.0,0.0,22.78,0.10092596694873954,639.0,1553.0,-335.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68.0,579.0,0.31539364671481107,0.711875,0.0,0.0,1.0
617829,May,2026,225.71,225.71,30.4,32.5,5,225.71,0.0,0.0,30.4,0.13468610163484115,669.0,1553.0,-214.0,22.78,225.71,32.0,7.619999999999997,0.0,0.5,121.0,1.0,7.619999999999997,0.0,0.5,121.0,67.5,670.0,0.41441877426104967,0.9353846153846154,0.0,-0.5,0.0
617829,June,2026,225.71,225.71,30.84,33.0,6,225.71,0.0,0.0,30.84,0.1366355057374507,700.0,1553.0,-214.0,30.4,225.71,32.5,0.4400000000000013,0.0,0.5,0.0,1.0,0.4400000000000013,0.0,0.5,0.0,67.0,639.0,0.41404698708318394,0.9345454545454546,0.5,0.0,0.0
617830,April,2026,1792.0,1792.0,488.0,65.2,4,1792.0,0.0,0.0,488.0,0.27232142857142855,700.0,975.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.8,275.0,0.4176709027169149,7.484662576687116,0.0,0.0,0.0
617830,May,2026,1792.0,1792.0,488.0,68.2,5,1792.0,0.0,0.0,488.0,0.27232142857142855,730.0,975.0,0.0,488.0,1792.0,65.2,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,31.799999999999997,245.0,0.3992982823627984,7.155425219941349,0.0,-3.0,0.0
